timestamp,latitude,longitude,altitude
1789195954,50.437954284561,-153.06440393764,423.12980594839
1789195956,50.468493741398,-152.8760471879,423.13056823604
1789195958,50.498701310328,-152.68743444863,423.13126466235
1789195960,50.5285749994,-152.49857548138,423.13189505283
1789195962,50.558114649238,-152.30946869183,423.13245927761
1789195964,50.587320079921,-152.12011248965,423.13295720341
1789195966,50.616189358771,-151.93051673845,423.13338866953
1789195968,50.644722325517,-151.74067990057,423.13375354794
1789195970,50.672918235589,-151.55060426878,423.13405170189
1789195972,50.700776908107,-151.36028832861,423.13428300053
1789195974,50.728296491097,-151.16974207677,423.13444730172
1789195976,50.755476824084,-150.97896405031,423.13454447989
1789195978,50.78231718971,-150.78795663553,423.13457440611
1789195980,50.808817407296,-150.59671839249,423.134536952
1789195982,50.83497570742,-150.40525944751,423.13443199408
1789195984,50.860791930549,-150.21357841086,423.13425940927
1789195986,50.8862658969,-150.02167389754,423.13401907101
1789195988,50.911395900158,-149.82955612842,423.13371086993
1789195990,50.936181782236,-149.63722376761,423.13333468479
1789195992,50.960622876678,-149.44467935949,423.13289040053
1789195994,50.984719005878,-149.25192159073,423.13237789306
1789195996,51.00846854921,-149.05896080455,423.13179707189
1789195998,51.03187135148,-148.86579573506,423.1311478183
1789196000,51.054926777135,-148.67242901324,423.13043002518
1789196002,51.07763465185,-148.47885939531,423.12964357091
1789196004,51.099993442404,-148.28509734218,423.12878838404
1789196006,51.122002997569,-148.09114165574,423.12786434833
1789196008,51.143662713981,-147.89699505036,423.12687136471
1789196010,51.164972421658,-147.70265634944,423.12580931402
1789196012,51.185930676439,-147.50813612654,423.12467814396
1789196014,51.206537332108,-147.3134332488,423.12347774078
1789196016,51.226792222624,-147.11854658828,423.12220798723
1789196018,51.246693971665,-146.92348679947,423.12086884539
1789196020,51.266242437436,-146.72825279658,423.11946020343
1789196022,51.28543707583,-146.53284743131,423.11798197639
1789196024,51.304277726935,-146.33726963805,423.1164340495
1789196026,51.322763106212,-146.1415301742,423.11481640413
1789196028,51.340893078609,-145.94562801402,423.113128931
1789196030,51.35866713547,-145.74956608225,423.11137155325
1789196032,51.376085123966,-145.55334337241,423.10954415864
1789196034,51.393145852798,-145.35697073875,423.10764674792
1789196036,51.409849194579,-145.16044721224,423.10567921432
1789196038,51.426195002396,-144.96377182851,423.10364144747
1789196040,51.442182155774,-144.76695551025,423.10153346273
1789196042,51.457810533655,-144.56999732865,423.09935515522
1789196044,51.47307969198,-144.37290032564,423.0971064624
1789196046,51.487989492475,-144.17566358973,423.09478727645
1789196048,51.50253891023,-143.97829812906,423.09239763222
1789196050,51.516727833344,-143.78080306505,423.08993742738
1789196052,51.53055585602,-143.58318150006,423.08740660762
1789196054,51.544022849436,-143.38543257157,423.08480506763
1789196056,51.557127885444,-143.18756736624,423.08213286185
1789196058,51.569870862074,-142.98958505166,423.07938989052
1789196060,51.582251658085,-142.79148479934,423.07657605024
1789196062,51.594269418631,-142.59327775009,423.07369141017
1789196064,51.605924049655,-142.39496310332,423.07073587247
1789196066,51.617215214407,-142.19654405473,423.06770939725
1789196068,51.628142802367,-141.99801981737,423.06461188364
1789196070,51.638706057307,-141.79940159771,423.06144342051
1789196072,51.648904896287,-141.60068863376,423.05820391256
1789196074,51.658739023077,-141.40188416699,423.05489332818
1789196076,51.6682083385,-141.20298744752,423.05151156907
1789196078,51.677312185861,-141.0040097398,423.0480587438
1789196080,51.686050493919,-140.80495031577,423.04453475967
1789196082,51.694423007629,-140.60581245698,423.04093959333
1789196084,51.702429639711,-140.40659544594,423.03727314907
1789196086,51.710069833803,-140.20731059712,423.0335355552
1789196088,51.717343530872,-140.0079572116,423.02972672161
1789196090,51.724250652886,-139.80853459289,423.02584655448
1789196092,51.730790719182,-139.60905408775,423.02189519699
1789196094,51.736963680173,-139.40951501583,423.01787256093
1789196096,51.742769354211,-139.20992071463,423.01377863753
1789196098,51.748207675953,-139.01027051141,423.00961333556
1789196100,51.753278266179,-138.8105757887,423.00537681799
1789196102,51.757981088212,-138.61083588652,423.00106899921
1789196104,51.762316002949,-138.41105416593,422.99668987876
1789196106,51.766282958075,-138.21122997278,422.99223936802
1789196108,51.769881676283,-138.01137471705,422.98771764975
1789196110,51.773112134095,-137.81148775397,422.98312464095
1789196112,51.775974289141,-137.61156843997,422.97846025494
1789196114,51.778467940781,-137.41162820005,422.97372468935
1789196116,51.780593075576,-137.21166639743,422.96891786311
1789196118,51.782349629582,-137.01168641922,422.96403979034
1789196120,51.783737573854,-136.81168763136,422.95909038701
1789196122,51.784756810185,-136.61168147137,422.95406987052
1789196124,51.785407338638,-136.4116673085,422.94897816243
1789196126,51.785689138453,-136.21164853604,422.9438152852
1789196128,51.785602194217,-136.01162452408,422.93858115738
1789196130,51.785146510282,-135.81160671414,422.93327601622
1789196132,51.784322100271,-135.61159447618,422.92789978585
1789196134,51.78312898665,-135.41159120323,422.92245249709
1789196136,51.781567167567,-135.21159626429,422.91693407113
1789196138,51.779636749926,-135.0116210962,422.91134476496
1789196140,51.777337760879,-134.81166506435,422.90568450535
1789196142,51.774670208704,-134.61172753338,422.89995321545
